congress,statabb,district,name,party,aauw,age,srvlng,woman,ngirls,nboys,demvote
105,CA,47,"COX, C. CHRISTOPHER",2,0,44,9,0,1,1,.36000001
105,PA,14,"COYNE, WILLIAM J.",1,100,60,17,0,0,0,.58999997
105,AL,5,"CRAMER, BUD",2,63,49,7,0,1,0,.43000001
105,IL,8,"CRANE, PHILIP M.",2,0,66,29,0,7,1,.41
105,ID,2,"CRAPO, MICHAEL D.",2,0,45,5,0,3,2,.31999999
105,WY,1,"CUBIN, BARBARA",2,0,50,3,1,0,2,.5
105,MD,7,"CUMMINGS, ELIJAH E.",1,100,45,1,0,1,0,.81
105,CA,51,"CUNNINGHAM, RANDY (DUKE)",2,0,55,7,0,2,1,.38
105,MO,6,"DANNER, PAT",1,63,63,5,1,2,2,.46000001
105,IL,7,"DAVIS, DANNY K.",1,100,55,1,0,0,2,.81999999
105,FL,11,"DAVIS, JIM",1,88,39,1,0,0,2,.51999998
105,VA,11,"DAVIS, THOMAS M.",2,63,48,3,0,2,1,.47999999
105,GA,9,"DEAL, NATHAN",2,0,54,5,0,3,1,.34999999
105,OR,4,"DEFAZIO, PETER A.",1,100,49,11,0,0,0,.44999999
105,CO,1,"DEGETTE, DIANA L.",1,100,39,1,1,2,0,.61000001
105,MA,10,"DELAHUNT, WILLIAM D.",1,100,55,1,0,2,0,.56
105,CT,3,"DELAURO, ROSA L.",1,100,53,7,1,2,1,.56999999
105,TX,22,"DELAY, THOMAS D.",2,0,49,13,0,1,0,.38
105,CA,9,"DELLUMS, RONALD V.",1,100,61,27,0,2,1,.75
105,FL,20,"DEUTSCH, PETER",1,100,39,5,0,1,1,.58999997
105,FL,21,"DIAZ-BALART, LINCOLN",2,25,42,5,0,0,2,.44999999
105,AR,4,"DICKEY, JAY",2,13,57,5,0,2,2,.60000002
105,WA,6,"DICKS, NORMAN",1,100,56,21,0,0,2,.5
105,MI,16,"DINGELL, JOHN DAVID, JR.",1,63,70,42,0,2,2,.54000002
105,CA,32,"DIXON, JULIAN CAREY",1,100,62,19,0,0,1,.81
105,TX,10,"DOGGETT, LLOYD",1,100,50,3,0,2,0,.54000002
105,CA,20,"DOOLEY, CALVIN",1,100,43,7,0,2,0,.51999998
105,CA,4,"DOOLITTLE, JOHN T.",2,0,46,7,0,1,1,.38
105,PA,18,"DOYLE, MICHAEL F.",1,50,43,3,0,1,3,.51999998
105,CA,28,"DREIER, DAVID",2,0,44,17,0,0,0,.44999999
105,TN,2,"DUNCAN, JOHN J., JR.",2,0,49,9,0,2,2,.41999999
105,WA,8,"DUNN, JENNIFER",2,0,55,5,1,0,2,.47
105,TX,11,"EDWARDS, CHET",1,100,45,7,0,0,1,.41999999
105,MI,3,"EHLERS, VERNON J.",2,25,53,3,0,2,2,.38999999
105,MD,2,"EHRLICH, ROBERT L., JR.",2,25,49,3,0,0,0,.40000001
105,MO,8,"EMERSON, JOANN",2,0,46,1,1,4,0,.44999999
105,NY,17,"ENGEL, ELIOT L.",1,100,49,9,0,1,2,.85000002
105,PA,21,"ENGLISH, PHILIP S.",2,38,40,3,0,0,0,.49000001
105,NV,1,"ENSIGN, JOHN E.",2,25,38,3,0,1,1,.50999999
105,CA,14,"ESHOO, ANNA G.",1,100,54,5,1,1,1,.57999998
105,NC,2,"ETHERIDGE, BOBBY R.",1,88,55,1,0,1,2,.41999999
105,IL,17,"EVANS, LANE",1,100,45,15,0,0,0,.50999999
105,AL,2,"EVERETT, TERRY",2,0,59,5,0,0,0,.37
105,IL,15,"EWING, THOMAS W.",2,0,61,5,0,4,2,.44999999
105,CA,17,"FARR, SAM",1,100,55,5,0,1,0,.55000001
105,PA,2,"FATTAH, CHAKA",1,88,40,3,0,2,1,.86000001
105,IL,13,"FAWELL, HARRIS W.",2,38,67,13,0,1,2,.41
105,CA,3,"FAZIO, VICTOR HERBERT",1,100,54,19,0,3,1,.44999999
105,CA,50,"FILNER, BOB",1,100,54,5,0,1,1,.60000002
105,NY,6,"FLAKE, FLOYD H.",1,40,51,11,0,2,2,.85000002
105,PA,1,"FOGLIETTA, THOMAS M.",1,60,68,17,0,0,0,.82999998
105,FL,16,"FOLEY, MARK",2,13,42,3,0,0,0,.47
105,NY,1,"FORBES, MICHAEL P.",2,25,44,3,0,1,1,.50999999
105,TN,9,"FORD, HAROLD, JR.",1,100,26,1,0,0,0,.70999998
105,FL,4,"FOWLER, TILLIE",2,13,54,5,1,2,0,.36000001
105,PA,13,"FOX, JON D.",2,25,49,3,0,0,0,.5
105,MA,4,"FRANK, BARNEY",1,100,56,17,0,0,0,.63999999
105,NJ,7,"FRANKS, ROBERT",2,25,45,5,0,0,0,.50999999
105,NJ,11,"FRELINGHUYSEN, RODNEY",2,38,50,3,0,2,0,.41999999
105,TX,24,"FROST, JONAS MARTIN, III",1,88,55,19,0,3,0,.54000002
105,OR,1,"FURSE, ELIZABETH",1,100,60,5,1,1,1,.5
105,CA,23,"GALLEGLY, ELTON",2,0,52,11,0,1,3,.44999999
105,IA,4,"GANSKE, JOHN G.",2,13,47,3,0,2,1,.49000001
105,CT,2,"GEJDENSON, SAMUEL",1,100,48,17,0,1,1,.52999997
105,PA,17,"GEKAS, GEORGE W.",2,0,66,15,0,0,0,.37
105,MO,3,"GEPHARDT, RICHARD",1,88,55,20,0,2,1,.47999999
105,NV,2,"GIBBONS, JAMES A.",2,25,52,1,0,1,2,.38999999
105,MD,1,"GILCHREST, WAYNE T.",2,50,50,7,0,1,2,.43000001
105,OH,5,"GILLMOR, PAUL E.",2,0,57,9,0,2,3,.41999999
105,NY,20,"GILMAN, BENJAMIN",2,88,74,25,0,1,2,.54000002
105,GA,6,"GINGRICH, NEWTON LEROY",2,0,53,19,0,2,0,.33000001
105,TX,20,"GONZALEZ, HENRY B.",1,13,80,36,0,4,4,.60000002
105,VA,5,"GOODE, VIRGIL H., JR.",1,38,50,1,0,1,0,.43000001
105,VA,6,"GOODLATTE, ROBERT W.",2,13,44,5,0,1,1,.41
105,PA,19,"GOODLING, WILLIAM",2,0,69,23,0,1,1,.51999998
105,TN,6,"GORDON, BART J.",1,75,47,13,0,0,0,.44999999
105,FL,14,"GOSS, PORTER J.",2,0,58,9,0,1,3,.38
105,SC,3,"GRAHAM, LINDSEY",2,0,41,3,0,0,0,.38999999
105,TX,12,"GRANGER, KAY",2,13,53,1,1,1,2,.46000001
105,TX,29,"GREEN, GENE",1,100,49,5,0,1,1,.61000001
105,PA,8,"GREENWOOD, JIM",2,38,45,5,0,2,2,.44999999
105,IL,4,"GUTIERREZ, LUIS V.",1,100,43,5,0,2,0,.80000001
105,MN,1,"GUTKNECHT, GILBERT",2,0,45,3,0,2,1,.47999999
105,TX,4,"HALL, RALPH M.",1,13,73,17,0,0,3,.34999999
105,OH,3,"HALL, TONY PATRICK",1,50,54,19,0,1,0,.5
105,IN,9,"HAMILTON, LEE H.",1,63,65,33,0,2,1,.44
105,UT,1,"HANSEN, JAMES V.",2,0,64,17,0,2,3,.28999999
105,CA,36,"HARMAN, JANE",1,100,51,5,1,2,2,.47
105,IL,14,"HASTERT, DENNIS J.",2,0,55,11,0,0,2,.41
105,FL,23,"HASTINGS, ALCEE L.",1,88,60,5,0,2,1,.74000001
105,WA,4,"HASTINGS, RICHARD",2,0,55,3,0,2,1,.40000001
105,AZ,6,"HAYWORTH, J.D.",2,0,38,3,0,2,1,.47
105,CO,5,"HEFLEY, JOEL M.",2,0,61,11,0,3,0,.33000001
105,NC,8,"HEFNER, W.G. (BILL)",1,88,66,23,0,2,0,.43000001
105,CA,2,"HERGER, WALTER",2,0,51,11,0,3,5,.36000001
105,MT,1,"HILL, RICK",2,0,50,1,0,0,3,.41
105,TN,4,"HILLEARY, WILLIAM",2,0,37,3,0,0,0,.46000001
105,AL,7,"HILLIARD, EARL F.",1,100,54,5,0,1,1,.75
105,NY,26,"HINCHEY, MAURICE D.",1,100,58,5,0,1,2,.50999999
105,TX,15,"HINOJOSA, RUBEN E.",1,88,56,1,0,4,1,.60000002
